cumulative_gas_used,error,gas,gas_price,gas_used,hash,index,input,nonce,r,s,status,v,value,inserted_at,updated_at,block_hash,block_number,from_address_hash,to_address_hash,created_contract_address_hash,created_contract_code_indexed_at,earliest_processing_start,old_block_hash,revert_reason,max_priority_fee_per_gas,max_fee_per_gas,type,timestamp
164664,,166849,150000,164664,0x8786fb431a21b74cf926b8b7352d3011921579e95a4ff1dcf92ca4ef0d428ad6,0,0x497cc84100000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000015535058533a302c555658593a302c555658593a2d310000000000000000000000,292,25175248242123098576030003747033785112455494833603424222371369970435685935710,10282739056048019603356049956295931498792990026249779509085503171332386217145,1,1,0,2022-04-14 17:23:14.961532,2022-04-14 17:23:14.961532,0xeb297ef17cb47af7aaa5e6f51a336f294287501c022f244923cd67e19fdfe4b8,1607443,0xffb0efaf8cb0e35f0f34866f4428655288a87fe1,0xc93643af734ce80bc078643191c072bfd216468f,,,,,,,,,2022-03-02 19:53:33
